"","Province.State","Country.Region","Lat","Long","Date","Confirmed","deaths","recovered"
"12541","","MS Zaandam",0,0,2020-03-10,0,0,0
"12542","","Botswana",-22.3285,24.6849,2020-03-10,0,0,0
"12543","","Burundi",-3.3731,29.9189,2020-03-10,0,0,0
"12544","","Sierra Leone",8.460555,-11.779889,2020-03-10,0,0,0
"12545","","Afghanistan",33,65,2020-03-11,7,0,0
"12546","","Albania",41.1533,20.1683,2020-03-11,12,1,0
"12547","","Algeria",28.0339,1.6596,2020-03-11,20,0,0
"12548","","Andorra",42.5063,1.5218,2020-03-11,1,0,0
"12549","","Angola",-11.2027,17.8739,2020-03-11,0,0,0
"12550","","Antigua and Barbuda",17.0608,-61.7964,2020-03-11,0,0,0
"12551","","Argentina",-38.4161,-63.6167,2020-03-11,19,1,0
"12552","","Armenia",40.0691,45.0382,2020-03-11,1,0,0
"12553","Australian Capital Territory","Australia",-35.4735,149.0124,2020-03-11,0,0,0
"12554","New South Wales","Australia",-33.8688,151.2093,2020-03-11,65,2,4
"12555","Northern Territory","Australia",-12.4634,130.8456,2020-03-11,1,0,0
"12556","Queensland","Australia",-28.0167,153.4,2020-03-11,20,0,8
"12557","South Australia","Australia",-34.9285,138.6007,2020-03-11,9,0,2
"12558","Tasmania","Australia",-41.4545,145.9707,2020-03-11,3,0,0
"12559","Victoria","Australia",-37.8136,144.9631,2020-03-11,21,0,7
"12560","Western Australia","Australia",-31.9505,115.8605,2020-03-11,9,1,0
"12561","","Austria",47.5162,14.5501,2020-03-11,246,0,4
"12562","","Azerbaijan",40.1431,47.5769,2020-03-11,11,0,3
"12563","","Bahamas",25.0343,-77.3963,2020-03-11,0,0,0
"12564","","Bahrain",26.0275,50.55,2020-03-11,195,0,35
"12565","","Bangladesh",23.685,90.3563,2020-03-11,3,0,0
"12566","","Barbados",13.1939,-59.5432,2020-03-11,0,0,0
"12567","","Belarus",53.7098,27.9534,2020-03-11,9,0,3
"12568","","Belgium",50.8333,4,2020-03-11,314,3,1
"12569","","Benin",9.3077,2.3158,2020-03-11,0,0,0
"12570","","Bhutan",27.5142,90.4336,2020-03-11,1,0,0
"12571","","Bolivia",-16.2902,-63.5887,2020-03-11,2,0,0
"12572","","Bosnia and Herzegovina",43.9159,17.6791,2020-03-11,7,0,0
"12573","","Brazil",-14.235,-51.9253,2020-03-11,38,0,0
"12574","","Brunei",4.5353,114.7277,2020-03-11,11,0,0
"12575","","Bulgaria",42.7339,25.4858,2020-03-11,7,1,0
"12576","","Burkina Faso",12.2383,-1.5616,2020-03-11,2,0,0
"12577","","Cabo Verde",16.5388,-23.0418,2020-03-11,0,0,0
"12578","","Cambodia",11.55,104.9167,2020-03-11,3,0,1
"12579","","Cameroon",3.848,11.5021,2020-03-11,2,0,0
"12580","Alberta","Canada",53.9333,-116.5765,2020-03-11,19,0,NA
"12581","British Columbia","Canada",49.2827,-123.1207,2020-03-11,39,1,NA
"12582","Grand Princess","Canada",37.6489,-122.6655,2020-03-11,0,0,NA
"12583","Manitoba","Canada",53.7609,-98.8139,2020-03-11,0,0,NA
"12584","New Brunswick","Canada",46.5653,-66.4619,2020-03-11,1,0,NA
"12585","Newfoundland and Labrador","Canada",53.1355,-57.6604,2020-03-11,0,0,NA
"12586","Nova Scotia","Canada",44.682,-63.7443,2020-03-11,0,0,NA
"12587","Ontario","Canada",51.2538,-85.3232,2020-03-11,41,0,NA
"12588","Prince Edward Island","Canada",46.5107,-63.4168,2020-03-11,0,0,NA
"12589","Quebec","Canada",52.9399,-73.5491,2020-03-11,8,0,NA
"12590","Saskatchewan","Canada",52.9399,-106.4509,2020-03-11,0,0,NA
"12591","","Central African Republic",6.6111,20.9394,2020-03-11,0,0,0
"12592","","Chad",15.4542,18.7322,2020-03-11,0,0,0
"12593","","Chile",-35.6751,-71.543,2020-03-11,23,0,0
"12594","Anhui","China",31.8257,117.2264,2020-03-11,990,6,984
"12595","Beijing","China",40.1824,116.4142,2020-03-11,435,8,326
"12596","Chongqing","China",30.0572,107.874,2020-03-11,576,6,554
"12597","Fujian","China",26.0789,117.9874,2020-03-11,296,1,295
"12598","Gansu","China",37.8099,101.0583,2020-03-11,127,2,88
"12599","Guangdong","China",23.3417,113.4244,2020-03-11,1356,8,1282
"12600","Guangxi","China",23.8298,108.7881,2020-03-11,252,2,238
"12601","Guizhou","China",26.8154,106.8748,2020-03-11,146,2,133
"12602","Hainan","China",19.1959,109.7453,2020-03-11,168,6,159
"12603","Hebei","China",39.549,116.1306,2020-03-11,318,6,307
"12604","Heilongjiang","China",47.862,127.7615,2020-03-11,482,13,436
"12605","Henan","China",33.882,113.614,2020-03-11,1273,22,1249
"12606","Hong Kong","China",22.3,114.2,2020-03-11,126,3,65
"12607","Hubei","China",30.9756,112.2707,2020-03-11,67773,3046,49134
"12608","Hunan","China",27.6104,111.7088,2020-03-11,1018,4,995
"12609","Inner Mongolia","China",44.0935,113.9448,2020-03-11,75,1,71
"12610","Jiangsu","China",32.9711,119.455,2020-03-11,631,0,627
"12611","Jiangxi","China",27.614,115.7221,2020-03-11,935,1,932
"12612","Jilin","China",43.6661,126.1923,2020-03-11,93,1,91
"12613","Liaoning","China",41.2956,122.6085,2020-03-11,125,1,111
"12614","Macau","China",22.1667,113.55,2020-03-11,10,0,10
"12615","Ningxia","China",37.2692,106.1655,2020-03-11,75,0,72
"12616","Qinghai","China",35.7452,95.9956,2020-03-11,18,0,18
"12617","Shaanxi","China",35.1917,108.8701,2020-03-11,245,1,232
"12618","Shandong","China",36.3427,118.1498,2020-03-11,760,6,726
"12619","Shanghai","China",31.202,121.4491,2020-03-11,344,3,320
"12620","Shanxi","China",37.5777,112.2922,2020-03-11,133,0,131
"12621","Sichuan","China",30.6171,102.7103,2020-03-11,539,3,488
"12622","Tianjin","China",39.3054,117.323,2020-03-11,136,3,131
"12623","Tibet","China",31.6927,88.0924,2020-03-11,1,0,1
"12624","Xinjiang","China",41.1129,85.2401,2020-03-11,76,3,73
"12625","Yunnan","China",24.974,101.487,2020-03-11,174,2,170
"12626","Zhejiang","China",29.1832,120.0934,2020-03-11,1215,1,1195
"12627","","Colombia",4.5709,-74.2973,2020-03-11,9,0,0
"12628","","Congo (Brazzaville)",-4.0383,21.7587,2020-03-11,0,0,0
"12629","","Congo (Kinshasa)",-4.0383,21.7587,2020-03-11,1,0,0
"12630","","Costa Rica",9.7489,-83.7534,2020-03-11,13,0,0
"12631","","Cote d'Ivoire",7.54,-5.5471,2020-03-11,1,0,0
"12632","","Croatia",45.1,15.2,2020-03-11,19,0,0
"12633","","Diamond Princess",0,0,2020-03-11,706,7,325
"12634","","Cuba",22,-80,2020-03-11,0,0,0
"12635","","Cyprus",35.1264,33.4299,2020-03-11,6,0,0
"12636","","Czechia",49.8175,15.473,2020-03-11,91,0,0
"12637","Faroe Islands","Denmark",61.8926,-6.9118,2020-03-11,2,0,0
"12638","Greenland","Denmark",71.7069,-42.6043,2020-03-11,0,0,0
"12639","","Denmark",56.2639,9.5018,2020-03-11,442,0,1
"12640","","Djibouti",11.8251,42.5903,2020-03-11,0,0,0
"12641","","Dominican Republic",18.7357,-70.1627,2020-03-11,5,0,0
"12642","","Ecuador",-1.8312,-78.1834,2020-03-11,17,0,0
"12643","","Egypt",26,30,2020-03-11,60,1,27
"12644","","El Salvador",13.7942,-88.8965,2020-03-11,0,0,0
"12645","","Equatorial Guinea",1.5,10,2020-03-11,0,0,0
"12646","","Eritrea",15.1794,39.7823,2020-03-11,0,0,0
"12647","","Estonia",58.5953,25.0136,2020-03-11,16,0,0
"12648","","Eswatini",-26.5225,31.4659,2020-03-11,0,0,0
"12649","","Ethiopia",9.145,40.4897,2020-03-11,0,0,0
"12650","","Fiji",-17.7134,178.065,2020-03-11,0,0,0
"12651","","Finland",64,26,2020-03-11,59,0,1
"12652","French Guiana","France",3.9339,-53.1258,2020-03-11,5,0,0
"12653","French Polynesia","France",-17.6797,149.4068,2020-03-11,0,0,0
"12654","Guadeloupe","France",16.25,-61.5833,2020-03-11,0,0,0
"12655","Mayotte","France",-12.8275,45.1662,2020-03-11,0,0,0
"12656","New Caledonia","France",-20.9043,165.618,2020-03-11,0,0,0
"12657","Reunion","France",-21.1351,55.2471,2020-03-11,1,0,0
"12658","Saint Barthelemy","France",17.9,-62.8333,2020-03-11,1,0,0
"12659","St Martin","France",18.0708,-63.0501,2020-03-11,2,0,0
"12660","Martinique","France",14.6415,-61.0242,2020-03-11,3,0,0
"12661","","France",46.2276,2.2137,2020-03-11,2281,48,12
"12662","","Gabon",-0.8037,11.6094,2020-03-11,0,0,0
"12663","","Gambia",13.4432,-15.3101,2020-03-11,0,0,0
"12664","","Georgia",42.3154,43.3569,2020-03-11,24,0,0
"12665","","Germany",51,9,2020-03-11,1908,3,25
"12666","","Ghana",7.9465,-1.0232,2020-03-11,0,0,0
"12667","","Greece",39.0742,21.8243,2020-03-11,99,1,0
"12668","","Guatemala",15.7835,-90.2308,2020-03-11,0,0,0
"12669","","Guinea",9.9456,-9.6966,2020-03-11,0,0,0
"12670","","Guyana",5,-58.75,2020-03-11,0,0,0
"12671","","Haiti",18.9712,-72.2852,2020-03-11,0,0,0
"12672","","Holy See",41.9029,12.4534,2020-03-11,1,0,0
"12673","","Honduras",15.2,-86.2419,2020-03-11,2,0,0
"12674","","Hungary",47.1625,19.5033,2020-03-11,13,0,0
"12675","","Iceland",64.9631,-19.0208,2020-03-11,85,0,1
"12676","","India",21,78,2020-03-11,62,1,4
"12677","","Indonesia",-0.7893,113.9213,2020-03-11,34,1,2
"12678","","Iran",32,53,2020-03-11,9000,354,2959
"12679","","Iraq",33,44,2020-03-11,71,7,15
"12680","","Ireland",53.1424,-7.6921,2020-03-11,43,1,0
"12681","","Israel",31,35,2020-03-11,79,0,4
"12682","","Italy",43,12,2020-03-11,12462,827,1045
"12683","","Jamaica",18.1096,-77.2975,2020-03-11,1,0,0
"12684","","Japan",36,138,2020-03-11,639,15,118
"12685","","Jordan",31.24,36.51,2020-03-11,1,0,0
"12686","","Kazakhstan",48.0196,66.9237,2020-03-11,0,0,0
"12687","","Kenya",-0.0236,37.9062,2020-03-11,0,0,0
"12688","","Korea, South",36,128,2020-03-11,7755,60,288
"12689","","Kuwait",29.5,47.75,2020-03-11,72,0,2
"12690","","Kyrgyzstan",41.2044,74.7661,2020-03-11,0,0,0
"12691","","Latvia",56.8796,24.6032,2020-03-11,10,0,1
"12692","","Lebanon",33.8547,35.8623,2020-03-11,61,3,1
"12693","","Liberia",6.4281,-9.4295,2020-03-11,0,0,0
"12694","","Liechtenstein",47.14,9.55,2020-03-11,1,0,0
"12695","","Lithuania",55.1694,23.8813,2020-03-11,3,0,0
"12696","","Luxembourg",49.8153,6.1296,2020-03-11,7,0,0
"12697","","Madagascar",-18.7669,46.8691,2020-03-11,0,0,0
"12698","","Malaysia",2.5,112.5,2020-03-11,149,0,26
"12699","","Maldives",3.2028,73.2207,2020-03-11,8,0,0
"12700","","Malta",35.9375,14.3754,2020-03-11,6,0,0
"12701","","Mauritania",21.0079,10.9408,2020-03-11,0,0,0
"12702","","Mauritius",-20.2,57.5,2020-03-11,0,0,0
"12703","","Mexico",23.6345,-102.5528,2020-03-11,8,0,4
"12704","","Moldova",47.4116,28.3699,2020-03-11,3,0,0
"12705","","Monaco",43.7333,7.4167,2020-03-11,1,0,0
"12706","","Mongolia",46.8625,103.8467,2020-03-11,1,0,0
"12707","","Montenegro",42.5,19.3,2020-03-11,0,0,0
"12708","","Morocco",31.7917,-7.0926,2020-03-11,5,1,0
"12709","","Namibia",-22.9576,18.4904,2020-03-11,0,0,0
"12710","","Nepal",28.1667,84.25,2020-03-11,1,0,1
"12711","Aruba","Netherlands",12.5186,-70.0358,2020-03-11,0,0,0
"12712","Curacao","Netherlands",12.1696,-68.99,2020-03-11,0,0,0
"12713","Sint Maarten","Netherlands",18.0425,-63.0548,2020-03-11,0,0,0
"12714","","Netherlands",52.1326,5.2913,2020-03-11,503,5,0
"12715","","New Zealand",-40.9006,174.886,2020-03-11,5,0,0
"12716","","Nicaragua",12.8654,-85.2072,2020-03-11,0,0,0
"12717","","Niger",17.6078,8.0817,2020-03-11,0,0,0
"12718","","Nigeria",9.082,8.6753,2020-03-11,2,0,0
"12719","","North Macedonia",41.6086,21.7453,2020-03-11,7,0,0
"12720","","Norway",60.472,8.4689,2020-03-11,598,0,1
"12721","","Oman",21,57,2020-03-11,18,0,9
"12722","","Pakistan",30.3753,69.3451,2020-03-11,19,0,2
"12723","","Panama",8.538,-80.7821,2020-03-11,8,1,0
"12724","","Papua New Guinea",-6.315,143.9555,2020-03-11,0,0,0
"12725","","Paraguay",-23.4425,-58.4438,2020-03-11,5,0,0
"12726","","Peru",-9.19,-75.0152,2020-03-11,11,0,0
"12727","","Philippines",13,122,2020-03-11,49,1,2
"12728","","Poland",51.9194,19.1451,2020-03-11,31,0,0
"12729","","Portugal",39.3999,-8.2245,2020-03-11,59,0,0
"12730","","Qatar",25.3548,51.1839,2020-03-11,262,0,0
"12731","","Romania",45.9432,24.9668,2020-03-11,45,0,6
"12732","","Russia",60,90,2020-03-11,20,0,3
"12733","","Rwanda",-1.9403,29.8739,2020-03-11,0,0,0
"12734","","Saint Lucia",13.9094,-60.9789,2020-03-11,0,0,0
"12735","","Saint Vincent and the Grenadines",12.9843,-61.2872,2020-03-11,0,0,0
"12736","","San Marino",43.9424,12.4578,2020-03-11,62,2,0
"12737","","Saudi Arabia",24,45,2020-03-11,21,0,1
"12738","","Senegal",14.4974,-14.4524,2020-03-11,4,0,1
"12739","","Serbia",44.0165,21.0059,2020-03-11,12,0,0
"12740","","Seychelles",-4.6796,55.492,2020-03-11,0,0,0
"12741","","Singapore",1.2833,103.8333,2020-03-11,178,0,96
"12742","","Slovakia",48.669,19.699,2020-03-11,10,0,0
"12743","","Slovenia",46.1512,14.9955,2020-03-11,57,0,0
"12744","","Somalia",5.1521,46.1996,2020-03-11,0,0,0
"12745","","South Africa",-30.5595,22.9375,2020-03-11,13,0,0
"12746","","Spain",40,-4,2020-03-11,2277,54,183
"12747","","Sri Lanka",7,81,2020-03-11,2,0,1
"12748","","Sudan",12.8628,30.2176,2020-03-11,0,0,0
"12749","","Suriname",3.9193,-56.0278,2020-03-11,0,0,0
"12750","","Sweden",63,16,2020-03-11,500,1,1
"12751","","Switzerland",46.8182,8.2275,2020-03-11,652,4,4
"12752","","Taiwan*",23.7,121,2020-03-11,48,1,17
"12753","","Tanzania",-6.369,34.8888,2020-03-11,0,0,0
"12754","","Thailand",15,101,2020-03-11,59,1,34
"12755","","Togo",8.6195,0.8248,2020-03-11,1,0,0
"12756","","Trinidad and Tobago",10.6918,-61.2225,2020-03-11,0,0,0
"12757","","Tunisia",34,9,2020-03-11,7,0,0
"12758","","Turkey",38.9637,35.2433,2020-03-11,1,0,0
"12759","","Uganda",1,32,2020-03-11,0,0,0
"12760","","Ukraine",48.3794,31.1656,2020-03-11,1,0,0
"12761","","United Arab Emirates",24,54,2020-03-11,74,0,17
"12762","Bermuda","United Kingdom",32.3078,-64.7505,2020-03-11,0,0,0
"12763","Cayman Islands","United Kingdom",19.3133,-81.2546,2020-03-11,0,0,0
"12764","Channel Islands","United Kingdom",49.3723,-2.3644,2020-03-11,2,0,0
"12765","Gibraltar","United Kingdom",36.1408,-5.3536,2020-03-11,1,0,1
"12766","Isle of Man","United Kingdom",54.2361,-4.5481,2020-03-11,0,0,0
"12767","Montserrat","United Kingdom",16.7425,-62.1874,2020-03-11,0,0,0
"12768","","United Kingdom",55.3781,-3.436,2020-03-11,456,8,18
"12769","","Uruguay",-32.5228,-55.7658,2020-03-11,0,0,0
"12770","","US",37.0902,-95.7129,2020-03-11,1281,36,8
"12771","","Uzbekistan",41.3775,64.5853,2020-03-11,0,0,0
"12772","","Venezuela",6.4238,-66.5897,2020-03-11,0,0,0
"12773","","Vietnam",16,108,2020-03-11,38,0,16
"12774","","Zambia",-15.4167,28.2833,2020-03-11,0,0,0
"12775","","Zimbabwe",-20,30,2020-03-11,0,0,0
"12776","Diamond Princess","Canada",0,0,2020-03-11,0,0,NA
"12777","","Dominica",15.415,-61.371,2020-03-11,0,0,0
"12778","","Grenada",12.1165,-61.679,2020-03-11,0,0,0
"12779","","Mozambique",-18.665695,35.529562,2020-03-11,0,0,NA
"12780","","Syria",34.802075,38.996815,2020-03-11,0,0,NA
"12781","","Timor-Leste",-8.874217,125.727539,2020-03-11,0,0,NA
"12782","","Belize",13.1939,-59.5432,2020-03-11,0,0,0
"12783","Recovered","Canada",0,0,2020-03-11,0,0,NA
"12784","","Laos",19.85627,102.495496,2020-03-11,0,0,0
"12785","","Libya",26.3351,17.228331,2020-03-11,0,0,0
"12786","","West Bank and Gaza",31.9522,35.2332,2020-03-11,30,0,0
"12787","","Guinea-Bissau",11.8037,-15.1804,2020-03-11,0,0,0
"12788","","Mali",17.570692,-3.996166,2020-03-11,0,0,0
"12789","","Saint Kitts and Nevis",17.357822,-62.782998,2020-03-11,0,0,0
"12790","Northwest Territories","Canada",64.8255,-124.8457,2020-03-11,0,0,NA
"12791","Yukon","Canada",64.2823,-135,2020-03-11,0,0,NA
"12792","","Kosovo",42.602636,20.902977,2020-03-11,0,0,0
"12793","","Burma",21.9162,95.956,2020-03-11,0,0,0
"12794","Anguilla","United Kingdom",18.2206,-63.0686,2020-03-11,0,0,0
"12795","British Virgin Islands","United Kingdom",18.4207,-64.64,2020-03-11,0,0,0
"12796","Turks and Caicos Islands","United Kingdom",21.694,-71.7979,2020-03-11,0,0,0
"12797","","MS Zaandam",0,0,2020-03-11,0,0,0
"12798","","Botswana",-22.3285,24.6849,2020-03-11,0,0,0
"12799","","Burundi",-3.3731,29.9189,2020-03-11,0,0,0
"12800","","Sierra Leone",8.460555,-11.779889,2020-03-11,0,0,0
"12801","","Afghanistan",33,65,2020-03-12,7,0,0
"12802","","Albania",41.1533,20.1683,2020-03-12,23,1,0
"12803","","Algeria",28.0339,1.6596,2020-03-12,24,1,8
"12804","","Andorra",42.5063,1.5218,2020-03-12,1,0,1
"12805","","Angola",-11.2027,17.8739,2020-03-12,0,0,0
"12806","","Antigua and Barbuda",17.0608,-61.7964,2020-03-12,0,0,0
"12807","","Argentina",-38.4161,-63.6167,2020-03-12,19,1,0
"12808","","Armenia",40.0691,45.0382,2020-03-12,4,0,0
"12809","Australian Capital Territory","Australia",-35.4735,149.0124,2020-03-12,0,0,0
"12810","New South Wales","Australia",-33.8688,151.2093,2020-03-12,65,2,4
"12811","Northern Territory","Australia",-12.4634,130.8456,2020-03-12,1,0,0
"12812","Queensland","Australia",-28.0167,153.4,2020-03-12,20,0,8
"12813","South Australia","Australia",-34.9285,138.6007,2020-03-12,9,0,2
"12814","Tasmania","Australia",-41.4545,145.9707,2020-03-12,3,0,0
"12815","Victoria","Australia",-37.8136,144.9631,2020-03-12,21,0,7
"12816","Western Australia","Australia",-31.9505,115.8605,2020-03-12,9,1,0
"12817","","Austria",47.5162,14.5501,2020-03-12,302,1,4
"12818","","Azerbaijan",40.1431,47.5769,2020-03-12,11,0,3
"12819","","Bahamas",25.0343,-77.3963,2020-03-12,0,0,0
"12820","","Bahrain",26.0275,50.55,2020-03-12,195,0,35
"12821","","Bangladesh",23.685,90.3563,2020-03-12,3,0,0
"12822","","Barbados",13.1939,-59.5432,2020-03-12,0,0,0
"12823","","Belarus",53.7098,27.9534,2020-03-12,12,0,3
"12824","","Belgium",50.8333,4,2020-03-12,314,3,1
"12825","","Benin",9.3077,2.3158,2020-03-12,0,0,0
"12826","","Bhutan",27.5142,90.4336,2020-03-12,1,0,0
"12827","","Bolivia",-16.2902,-63.5887,2020-03-12,2,0,0
"12828","","Bosnia and Herzegovina",43.9159,17.6791,2020-03-12,11,0,0
"12829","","Brazil",-14.235,-51.9253,2020-03-12,52,0,0
"12830","","Brunei",4.5353,114.7277,2020-03-12,11,0,0
"12831","","Bulgaria",42.7339,25.4858,2020-03-12,7,1,0
"12832","","Burkina Faso",12.2383,-1.5616,2020-03-12,2,0,0
"12833","","Cabo Verde",16.5388,-23.0418,2020-03-12,0,0,0
"12834","","Cambodia",11.55,104.9167,2020-03-12,3,0,1
"12835","","Cameroon",3.848,11.5021,2020-03-12,2,0,0
"12836","Alberta","Canada",53.9333,-116.5765,2020-03-12,19,0,NA
"12837","British Columbia","Canada",49.2827,-123.1207,2020-03-12,46,1,NA
"12838","Grand Princess","Canada",37.6489,-122.6655,2020-03-12,0,0,NA
"12839","Manitoba","Canada",53.7609,-98.8139,2020-03-12,0,0,NA
"12840","New Brunswick","Canada",46.5653,-66.4619,2020-03-12,1,0,NA
"12841","Newfoundland and Labrador","Canada",53.1355,-57.6604,2020-03-12,0,0,NA
"12842","Nova Scotia","Canada",44.682,-63.7443,2020-03-12,0,0,NA
"12843","Ontario","Canada",51.2538,-85.3232,2020-03-12,42,0,NA
"12844","Prince Edward Island","Canada",46.5107,-63.4168,2020-03-12,0,0,NA
"12845","Quebec","Canada",52.9399,-73.5491,2020-03-12,9,0,NA
"12846","Saskatchewan","Canada",52.9399,-106.4509,2020-03-12,0,0,NA
"12847","","Central African Republic",6.6111,20.9394,2020-03-12,0,0,0
"12848","","Chad",15.4542,18.7322,2020-03-12,0,0,0
"12849","","Chile",-35.6751,-71.543,2020-03-12,23,0,0
"12850","Anhui","China",31.8257,117.2264,2020-03-12,990,6,984
"12851","Beijing","China",40.1824,116.4142,2020-03-12,435,8,334
"12852","Chongqing","China",30.0572,107.874,2020-03-12,576,6,564
"12853","Fujian","China",26.0789,117.9874,2020-03-12,296,1,295
"12854","Gansu","China",37.8099,101.0583,2020-03-12,127,2,88
"12855","Guangdong","China",23.3417,113.4244,2020-03-12,1356,8,1289
"12856","Guangxi","China",23.8298,108.7881,2020-03-12,252,2,241
"12857","Guizhou","China",26.8154,106.8748,2020-03-12,146,2,137
"12858","Hainan","China",19.1959,109.7453,2020-03-12,168,6,160
"12859","Hebei","China",39.549,116.1306,2020-03-12,318,6,308
"12860","Heilongjiang","China",47.862,127.7615,2020-03-12,482,13,441
"12861","Henan","China",33.882,113.614,2020-03-12,1273,22,1249
"12862","Hong Kong","China",22.3,114.2,2020-03-12,129,3,67
"12863","Hubei","China",30.9756,112.2707,2020-03-12,67781,3056,50318
"12864","Hunan","China",27.6104,111.7088,2020-03-12,1018,4,999
"12865","Inner Mongolia","China",44.0935,113.9448,2020-03-12,75,1,71
"12866","Jiangsu","China",32.9711,119.455,2020-03-12,631,0,629
"12867","Jiangxi","China",27.614,115.7221,2020-03-12,935,1,934
"12868","Jilin","China",43.6661,126.1923,2020-03-12,93,1,91
"12869","Liaoning","China",41.2956,122.6085,2020-03-12,125,1,112
"12870","Macau","China",22.1667,113.55,2020-03-12,10,0,10
"12871","Ningxia","China",37.2692,106.1655,2020-03-12,75,0,72
"12872","Qinghai","China",35.7452,95.9956,2020-03-12,18,0,18
"12873","Shaanxi","China",35.1917,108.8701,2020-03-12,245,2,232
"12874","Shandong","China",36.3427,118.1498,2020-03-12,760,6,734
"12875","Shanghai","China",31.202,121.4491,2020-03-12,344,3,321
"12876","Shanxi","China",37.5777,112.2922,2020-03-12,133,0,132
"12877","Sichuan","China",30.6171,102.7103,2020-03-12,539,3,498
"12878","Tianjin","China",39.3054,117.323,2020-03-12,136,3,132
"12879","Tibet","China",31.6927,88.0924,2020-03-12,1,0,1
"12880","Xinjiang","China",41.1129,85.2401,2020-03-12,76,3,73
"12881","Yunnan","China",24.974,101.487,2020-03-12,174,2,170
"12882","Zhejiang","China",29.1832,120.0934,2020-03-12,1215,1,1197
"12883","","Colombia",4.5709,-74.2973,2020-03-12,9,0,0
"12884","","Congo (Brazzaville)",-4.0383,21.7587,2020-03-12,0,0,0
"12885","","Congo (Kinshasa)",-4.0383,21.7587,2020-03-12,1,0,0
"12886","","Costa Rica",9.7489,-83.7534,2020-03-12,22,0,0
"12887","","Cote d'Ivoire",7.54,-5.5471,2020-03-12,1,0,0
"12888","","Croatia",45.1,15.2,2020-03-12,19,0,0
"12889","","Diamond Princess",0,0,2020-03-12,706,7,325
"12890","","Cuba",22,-80,2020-03-12,3,0,0
"12891","","Cyprus",35.1264,33.4299,2020-03-12,6,0,0
"12892","","Czechia",49.8175,15.473,2020-03-12,94,0,0
"12893","Faroe Islands","Denmark",61.8926,-6.9118,2020-03-12,2,0,0
"12894","Greenland","Denmark",71.7069,-42.6043,2020-03-12,0,0,0
"12895","","Denmark",56.2639,9.5018,2020-03-12,615,0,1
"12896","","Djibouti",11.8251,42.5903,2020-03-12,0,0,0
"12897","","Dominican Republic",18.7357,-70.1627,2020-03-12,5,0,0
"12898","","Ecuador",-1.8312,-78.1834,2020-03-12,17,0,0
"12899","","Egypt",26,30,2020-03-12,67,1,27
"12900","","El Salvador",13.7942,-88.8965,2020-03-12,0,0,0
"12901","","Equatorial Guinea",1.5,10,2020-03-12,0,0,0
"12902","","Eritrea",15.1794,39.7823,2020-03-12,0,0,0
"12903","","Estonia",58.5953,25.0136,2020-03-12,16,0,0
"12904","","Eswatini",-26.5225,31.4659,2020-03-12,0,0,0
"12905","","Ethiopia",9.145,40.4897,2020-03-12,0,0,0
"12906","","Fiji",-17.7134,178.065,2020-03-12,0,0,0
"12907","","Finland",64,26,2020-03-12,59,0,1
"12908","French Guiana","France",3.9339,-53.1258,2020-03-12,5,0,0
"12909","French Polynesia","France",-17.6797,149.4068,2020-03-12,0,0,0
"12910","Guadeloupe","France",16.25,-61.5833,2020-03-12,0,0,0
"12911","Mayotte","France",-12.8275,45.1662,2020-03-12,0,0,0
"12912","New Caledonia","France",-20.9043,165.618,2020-03-12,0,0,0
"12913","Reunion","France",-21.1351,55.2471,2020-03-12,1,0,0
"12914","Saint Barthelemy","France",17.9,-62.8333,2020-03-12,1,0,0
"12915","St Martin","France",18.0708,-63.0501,2020-03-12,2,0,0
"12916","Martinique","France",14.6415,-61.0242,2020-03-12,3,0,0
"12917","","France",46.2276,2.2137,2020-03-12,2281,48,12
"12918","","Gabon",-0.8037,11.6094,2020-03-12,0,0,0
"12919","","Gambia",13.4432,-15.3101,2020-03-12,0,0,0
"12920","","Georgia",42.3154,43.3569,2020-03-12,24,0,0
"12921","","Germany",51,9,2020-03-12,2078,3,25
"12922","","Ghana",7.9465,-1.0232,2020-03-12,0,0,0
"12923","","Greece",39.0742,21.8243,2020-03-12,99,1,0
"12924","","Guatemala",15.7835,-90.2308,2020-03-12,0,0,0
"12925","","Guinea",9.9456,-9.6966,2020-03-12,0,0,0
"12926","","Guyana",5,-58.75,2020-03-12,1,1,0
"12927","","Haiti",18.9712,-72.2852,2020-03-12,0,0,0
"12928","","Holy See",41.9029,12.4534,2020-03-12,1,0,0
"12929","","Honduras",15.2,-86.2419,2020-03-12,2,0,0
"12930","","Hungary",47.1625,19.5033,2020-03-12,13,0,0
"12931","","Iceland",64.9631,-19.0208,2020-03-12,103,0,1
"12932","","India",21,78,2020-03-12,73,1,4
"12933","","Indonesia",-0.7893,113.9213,2020-03-12,34,1,2
"12934","","Iran",32,53,2020-03-12,10075,429,2959
"12935","","Iraq",33,44,2020-03-12,71,8,15
"12936","","Ireland",53.1424,-7.6921,2020-03-12,43,1,0
"12937","","Israel",31,35,2020-03-12,100,0,4
"12938","","Italy",43,12,2020-03-12,12462,827,1045
"12939","","Jamaica",18.1096,-77.2975,2020-03-12,2,0,0
"12940","","Japan",36,138,2020-03-12,639,16,118
"12941","","Jordan",31.24,36.51,2020-03-12,1,0,0
"12942","","Kazakhstan",48.0196,66.9237,2020-03-12,0,0,0
"12943","","Kenya",-0.0236,37.9062,2020-03-12,0,0,0
"12944","","Korea, South",36,128,2020-03-12,7869,66,333
"12945","","Kuwait",29.5,47.75,2020-03-12,80,0,5
